,mag_time,magX,magY,magZ
0,0.19060515,-6.48,46.860001,-2.22
1,0.20060515,-6.2999997,47.039997,-2.3399999
2,0.21060515,-6.0,47.34,-2.8199999
3,0.22060565,-6.48,47.099998,-2.1599998
4,0.23061765,-6.7199998,47.279999,-2.0999999
5,0.24061765,-7.1399999,47.219997,-1.86
6,0.25061785,-7.3799996,47.34,-1.3199999
7,0.26061785,-6.8399997,47.759998,-1.74
8,0.27061785,-6.7199998,47.82,-1.3199999
9,0.28061785,-6.0599999,47.34,-0.77999997
10,0.29061797,-5.7599998,47.219997,-0.89999998
11,0.30061807,-6.2399998,47.34,-0.35999998
12,0.31061806,-6.2999997,47.099998,-0.47999999
13,0.32061806,-6.8999996,47.639999,-0.95999998
14,0.33061814,-7.1399999,48.239998,-0.23999999
15,0.34061814,-7.1399999,48.059998,-1.02
16,0.35061814,-6.8999996,48.48,-1.38
17,0.36061814,-6.96,48.239998,-1.4399999
18,0.3706182,-7.1999998,47.939999,-2.04
19,0.38061681,-7.2599998,47.879997,-1.4399999
20,0.39061681,-7.2599998,47.939999,-1.5
21,0.40061686,-7.1999998,48.0,-1.74
22,0.41061691,-7.1399999,47.700001,-1.6799999
23,0.42061691,-6.5999999,47.52,-1.8
24,0.43061691,-7.6799998,47.219997,-1.26
25,0.44061691,-7.5599999,46.919998,-1.38
26,0.45061695,-7.0799999,47.16,-1.9799999
27,0.46061699,-7.5,47.16,-2.1599998
28,0.47061699,-6.7199998,47.399998,-2.22
29,0.48061699,-6.96,47.939999,-2.04
30,0.49061698,-7.9199996,47.459999,-1.86
31,0.50061822,-8.5199995,47.16,-2.1599998
32,0.51061822,-8.5199995,47.459999,-2.22
33,0.52061818,-8.3999996,47.16,-2.1599998
34,0.53061702,-8.04,47.16,-1.5
35,0.54061702,-7.7999997,47.759998,-0.89999998
36,0.55061698,-8.3400002,47.219997,-1.14
37,0.56061698,-8.6999998,47.399998,-0.77999997
38,0.57061698,-8.8800001,47.579998,-1.02
39,0.58061615,-8.7600002,47.52,-0.89999998
40,0.59061612,-8.3999996,48.059998,-0.53999996
41,0.60061608,-8.1599998,48.0,-0.65999997
42,0.61061611,-7.6799998,48.18,-0.65999997
43,0.62061611,-7.3799996,48.539997,-0.59999996
44,0.63061608,-7.0799999,48.239998,-0.53999996
45,0.64061608,-7.1399999,48.66,-0.41999999
46,0.65061611,-7.1999998,48.419998,-0.41999999
47,0.66061615,-7.2599998,48.419998,-0.89999998
48,0.67061611,-7.3199997,48.18,-0.89999998
49,0.68061694,-7.1999998,47.579998,-1.4399999
50,0.69061698,-7.3199997,47.52,-1.1999999
51,0.70061694,-7.2599998,47.219997,-1.02
52,0.71061691,-7.7999997,47.34,-1.3199999
53,0.72061691,-7.5,47.52,-1.14
54,0.73061694,-7.3799996,47.759998,-1.38
55,0.74061698,-7.5,47.700001,-1.14
56,0.75061694,-7.2599998,48.119999,-1.3199999
57,0.76061694,-7.98,48.18,-1.3199999
58,0.77061698,-8.46,47.759998,-1.3199999
59,0.78061611,-8.5799999,47.759998,-1.6799999
60,0.79061611,-8.9399996,47.219997,-1.62
61,0.80061487,-8.6999998,47.099998,-2.1599998
62,0.81061491,-8.8199997,47.039997,-2.3999999
63,0.82333604,-9.0599995,46.860001,-2.8799999
64,0.833336,-8.9399996,46.919998,-2.3999999
65,0.84333604,-8.9399996,46.68,-2.0999999
66,0.85333607,-8.8800001,46.68,-1.5599999
67,0.86333607,-8.8199997,47.039997,-0.95999998
68,0.87333607,-8.7600002,47.279999,-1.14
69,0.8833369,-8.46,47.700001,-0.83999997
70,0.89333694,-8.5199995,48.0,-1.26
71,0.90333694,-8.3400002,47.939999,-1.02
72,0.9133369,-8.5199995,47.579998,-0.95999998
73,0.9233369,-8.6999998,47.579998,-1.26
74,0.9333369,-8.5199995,47.879997,-1.38
75,0.94333694,-8.8199997,47.82,-2.04
76,0.9533369,-8.7600002,48.059998,-1.92
77,0.96333687,-8.9399996,48.059998,-1.6799999
78,0.9733369,-8.8199997,47.759998,-1.26
79,0.9833361,-8.6999998,47.879997,-0.29999998
80,0.99333607,-9.0599995,47.759998,-0.83999997
81,1.0033361,-9.2399998,47.639999,-0.47999999
82,1.0133361,-9.1799994,47.759998,-1.02
83,1.0233361,-9.1799994,47.639999,-1.86
84,1.0333361,-8.6399994,48.0,-1.6799999
85,1.0433361,-8.46,48.299999,-2.04
86,1.0533361,-8.9399996,48.059998,-1.4399999
87,1.0633361,-9.0,47.939999,-1.0799999
88,1.0733361,-9.0599995,47.639999,-0.59999996
89,1.0833369,-9.4200001,46.739998,0.53999996
90,1.093337,-9.2399998,46.559998,-0.059999999
91,1.103337,-9.1199999,46.379997,0.53999996
92,1.113337,-9.1199999,46.5,0.17999999
93,1.123337,-8.3999996,47.099998,-0.89999998
94,1.133337,-8.3400002,47.459999,-0.71999997
95,1.143337,-8.8800001,47.52,-2.04
96,1.1533369,-8.8199997,47.52,-1.9799999
97,1.1633369,-9.54,47.52,-2.04
98,1.173337,-9.54,47.639999,-1.9799999
99,1.1833362,-8.8800001,47.82,-1.5599999
100,1.1933363,-9.4200001,47.579998,-1.5599999
101,1.2033363,-9.3599997,47.219997,-1.62
102,1.2133364,-9.6599998,46.919998,-1.6799999
103,1.2233364,-9.4200001,46.739998,-1.38
104,1.2333364,-9.3000002,46.799999,-1.4399999
105,1.2433363,-8.9399996,47.459999,-1.0799999
106,1.2533364,-9.1799994,47.579998,-0.95999998
107,1.2633364,-9.7199993,48.0,-1.0799999
108,1.2733363,-9.5999994,48.539997,-1.3199999
109,1.2833372,-9.96,48.18,-1.4399999
110,1.2933372,-9.3599997,48.119999,-1.0799999
111,1.3033372,-9.3599997,47.759998,-0.83999997
112,1.3133371,-9.4200001,47.639999,-0.59999996
113,1.3233371,-9.3599997,47.639999,-0.95999998
114,1.3333371,-9.6599998,47.759998,-1.5599999
115,1.343337,-9.6599998,47.759998,-1.6799999
116,1.353337,-9.54,47.34,-1.86
117,1.363337,-9.54,47.52,-1.92
118,1.373337,-9.1199999,47.52,-2.1599998
119,1.3833361,-9.1799994,47.639999,-2.46
120,1.3933361,-9.3599997,47.579998,-2.3999999
121,1.4033361,-9.5999994,47.34,-1.74
122,1.4133361,-9.96,46.98,-1.3199999
123,1.4233361,-9.54,47.219997,-1.1999999
124,1.433336,-8.8800001,47.579998,-0.77999997
125,1.443336,-8.9399996,47.579998,-0.89999998
126,1.4533361,-9.6599998,47.399998,-1.26
127,1.4633361,-10.44,46.799999,-1.6799999
128,1.4733361,-11.219999,46.200001,-1.9799999
129,1.4833369,-11.04,46.259998,-2.52
130,1.4933368,-10.32,46.559998,-2.46
131,1.5033367,-10.2,47.219997,-1.86
132,1.5133367,-9.54,47.639999,-1.5599999
133,1.5233368,-9.3599997,47.52,-1.1999999
134,1.5333368,-9.8400002,47.52,-1.1999999
135,1.5433368,-9.5999994,47.52,-1.4399999
136,1.5533367,-9.96,47.639999,-1.6799999
137,1.5633368,-10.38,47.579998,-2.04
138,1.5733368,-9.8400002,47.099998,-1.5599999
139,1.5833359,-9.6599998,46.799999,-1.0799999
140,1.5933359,-9.4200001,46.619999,-1.14
141,1.6033359,-9.5999994,46.32,-0.59999996
142,1.6133359,-9.4799995,46.919998,-0.59999996
143,1.6233359,-9.3599997,47.219997,-0.77999997
144,1.6333359,-9.3599997,47.219997,-0.89999998
145,1.643336,-9.0,47.82,-1.5
146,1.653336,-9.4200001,47.759998,-1.6799999
147,1.663336,-9.96,47.579998,-2.0999999
