,mag_time,magX,magY,magZ
0,0.07351631,29.34,46.98,24.359999
1,0.08351731,29.58,46.559998,24.119999
2,0.09351731,29.279999,46.68,23.939999
3,0.10351681,29.16,46.98,23.879999
4,0.11351681,29.82,47.879997,23.279999
5,0.12351681,29.76,48.0,22.799999
6,0.13351141,29.76,47.759998,22.439999
7,0.14351124,29.939999,48.0,21.84
8,0.1535111,29.58,47.82,20.699999
9,0.1635111,29.4,48.299999,20.4
10,0.17351099,28.98,48.779999,20.16
11,0.18351219,28.68,48.779999,19.98
12,0.19351219,28.379999,49.079998,19.32
13,0.20351219,28.379999,48.719997,19.32
14,0.21351211,28.26,48.059998,18.779999
15,0.22351204,28.619999,47.879997,18.18
16,0.23351197,28.5,48.119999,18.359999
17,0.24351197,28.199999,48.360001,17.82
18,0.25351191,28.26,48.899998,17.4
19,0.26351186,27.779999,49.200001,17.16
20,0.27351186,27.719999,49.200001,16.799999
21,0.28351181,27.719999,48.899998,16.379999
22,0.29351176,27.779999,49.139999,16.08
23,0.30351171,28.08,49.379997,16.199999
24,0.31351167,27.959999,49.379997,16.02
25,0.32351167,28.019999,49.860001,15.78
26,0.33351055,27.66,49.739998,15.599999
27,0.34351051,27.299999,49.860001,15.36
28,0.35351051,27.42,49.619999,14.82
29,0.36351047,27.18,49.379997,14.759999
30,0.37351044,27.0,49.5,14.639999
31,0.38351004,26.16,49.02,14.34
32,0.39351004,25.559999,48.899998,14.16
33,0.40351007,25.439999,48.959999,13.679999
34,0.41351004,25.26,48.66,12.84
35,0.42351,25.799999,48.779999,13.139999
36,0.43351087,26.099998,48.899998,13.32
37,0.4435109,26.16,49.079998,13.62
38,0.45351094,26.16,49.139999,14.46
39,0.4635109,25.799999,48.779999,14.04
40,0.47351094,25.5,48.84,14.28
41,0.48351054,25.08,48.66,14.099999
42,0.49351067,25.139999,48.899998,13.679999
43,0.50351063,25.32,49.139999,13.44
44,0.51351063,25.08,49.02,13.32
45,0.52351067,25.139999,48.779999,13.08
46,0.5335098,24.9,48.299999,13.139999
47,0.54350977,24.84,48.419998,13.38
48,0.5535098,25.32,48.419998,13.08
49,0.56350983,24.9,48.779999,12.54
50,0.5735098,25.139999,48.899998,11.759999
51,0.5835098,24.719999,48.899998,11.46
52,0.5935098,24.359999,49.200001,11.16
53,0.60350983,24.84,49.860001,11.46
54,0.61350943,24.66,50.099998,11.759999
55,0.6235094,24.48,49.799999,11.219999
56,0.63351033,24.42,49.5,10.86
57,0.64351033,24.119999,48.899998,10.32
58,0.6535103,23.58,48.719997,9.8999996
59,0.6635103,23.699999,49.259998,9.54
60,0.67351033,23.699999,49.379997,9.7199993
61,0.68351073,22.98,49.439999,9.3599997
62,0.6935107,23.4,49.739998,9.0599995
63,0.70351066,22.68,49.5,8.8199997
64,0.71351069,22.379999,49.619999,8.2799997
65,0.72351069,22.26,49.5,8.04
66,0.73350983,21.84,49.32,7.7399998
67,0.74350979,22.26,49.259998,8.2799997
68,0.75350979,22.08,49.259998,8.2799997
69,0.76350983,22.799999,49.619999,8.0999994
70,0.77350979,23.039999,49.619999,8.3400002
71,0.78350979,22.799999,49.98,7.4400001
72,0.79350966,22.439999,49.559998,7.1999998
73,0.80350966,22.439999,49.559998,7.6199999
74,0.81350966,22.32,49.799999,7.2599998
75,0.82350962,22.5,49.619999,7.98
76,0.83351052,22.619999,49.68,7.7399998
77,0.84351056,21.779999,49.139999,7.7999997
78,0.85351052,21.6,49.079998,7.7999997
79,0.86351052,21.42,48.779999,7.6799998
80,0.87351056,21.66,49.32,7.5599999
81,0.88351056,21.539999,49.379997,7.2599998
82,0.89351056,21.059999,48.779999,7.3199997
83,0.90351052,20.52,49.379997,7.02
84,0.91351096,19.859999,49.079998,7.02
85,0.92351206,19.859999,49.02,6.54
86,0.93351116,19.859999,49.739998,6.48
87,0.94351119,19.98,49.200001,6.3599997
88,0.95351122,19.859999,49.200001,6.3599997
89,0.96351122,19.5,49.559998,6.6599998
90,0.97351119,19.619999,48.84,6.2399998
91,0.98351115,19.26,48.84,5.5799999
92,0.99351119,19.199999,49.02,5.8199997
93,1.0035112,19.619999,49.079998,5.8199997
94,1.0135112,19.439999,49.379997,6.2399998
95,1.0235112,18.299999,49.739998,6.3599997
96,1.0335121,17.639999,49.379997,5.5799999
97,1.0435121,16.619999,49.02,5.2799997
98,1.053512,16.32,49.02,4.3199997
99,1.063512,17.1,48.599998,4.0799999
100,1.073512,17.58,48.779999,3.8999999
101,1.083512,17.699999,48.539997,3.8399999
102,1.0935119,17.58,48.599998,4.6799998
103,1.103512,18.0,49.02,5.1599998
104,1.113512,17.82,49.02,5.52
105,1.123512,17.76,49.799999,5.5799999
106,1.1335111,17.58,49.799999,5.2799997
107,1.1435111,17.1,49.139999,4.8599997
108,1.1535111,16.799999,49.5,4.9200001
109,1.1635111,16.799999,49.439999,5.0999999
110,1.1735111,16.92,49.739998,4.8599997
111,1.1835111,16.379999,50.219997,4.9200001
112,1.1935111,16.5,50.099998,4.3199997
113,1.2035111,16.379999,50.52,3.8399999
114,1.2135111,16.619999,50.399998,4.1999998
115,1.22351,17.1,50.399998,4.3199997
116,1.2335109,17.039999,50.279999,4.6799998
117,1.2435109,17.039999,49.559998,4.5599999
118,1.2535109,16.68,49.619999,4.1399999
119,1.2635109,16.68,49.68,3.5999999
120,1.2735109,16.139999,49.619999,4.02
121,1.2835109,16.08,49.739998,3.8399999
122,1.29351,15.719999,49.439999,3.6599998
123,1.30351,14.759999,49.379997,4.0799999
124,1.31351,14.82,49.32,3.8399999
125,1.32351,14.759999,49.439999,4.1999998
126,1.3335092,14.58,49.919998,4.3800001
127,1.3435089,14.16,49.98,4.1999998
128,1.3535089,13.98,49.860001,3.8399999
129,1.3664394,13.32,49.98,3.24
130,1.3764394,12.84,49.739998,2.5799999
131,1.3864394,13.38,49.68,2.7
132,1.3964394,13.259999,49.860001,2.8199999
133,1.4064393,13.32,49.559998,3.54
134,1.4164394,13.32,49.259998,4.1999998
135,1.4264394,13.259999,49.200001,4.3800001
136,1.4364402,13.5,49.139999,4.9200001
137,1.4464402,13.799999,49.32,5.1599998
138,1.4564402,14.219999,49.799999,5.6399999
139,1.4664402,14.16,50.039997,6.5999999
140,1.4764402,13.92,50.039997,6.7199998
141,1.4864401,13.799999,50.639999,7.6199999
142,1.4964402,13.92,50.700001,7.8599997
143,1.5064402,14.04,50.639999,7.4400001
144,1.5164402,14.28,51.059998,7.7999997
145,1.5264401,13.98,50.879997,8.04
146,1.5364396,13.74,50.879997,8.5199995
147,1.5464396,13.62,51.239998,9.3000002
148,1.5564395,13.44,51.18,9.8999996
149,1.5664394,13.86,51.599998,9.8400002
150,1.5764395,13.5,51.719997,10.38
151,1.5864395,13.32,52.02,10.559999
152,1.5964404,13.32,52.02,11.4
153,1.6064403,12.78,51.419998,12.36
154,1.6164403,13.44,51.48,13.139999
155,1.6264404,13.799999,51.419998,13.98
156,1.6364412,13.559999,51.419998,13.86
157,1.6464415,13.799999,51.899998,14.219999
158,1.6564415,13.38,51.779999,13.5
159,1.6664415,12.54,51.779999,12.54
160,1.6764415,12.48,52.02,12.9
161,1.6864415,12.12,51.419998,12.9
162,1.696442,12.42,51.719997,13.74
163,1.706442,12.96,51.84,14.52
164,1.716442,13.139999,51.899998,14.16
165,1.726442,13.08,52.379997,13.92
166,1.7364412,12.36,52.139999,13.799999
167,1.7464412,12.0,52.139999,13.679999
168,1.7564412,11.46,52.139999,13.5
169,1.7664412,12.0,52.5,13.62
170,1.7764412,11.759999,52.559998,13.2
171,1.7864412,11.58,52.68,13.44
172,1.7964412,11.28,52.739998,13.74
173,1.8064412,10.74,52.5,13.2
174,1.8164412,10.26,52.5,13.139999
175,1.8264412,9.6599998,52.559998,12.96
176,1.8364417,9.5999994,52.439999,12.54
