,mag_time,magX,magY,magZ
0,0.006895307,10.26,40.559998,-14.34
1,0.063594274,12.599999,42.18,-14.52
2,0.073593274,12.9,42.18,-14.34
3,0.083593274,12.84,42.18,-14.58
4,0.093593274,12.059999,41.759998,-14.4
5,0.10359394,11.4,41.459999,-14.219999
6,0.11359444,11.04,41.219997,-14.16
7,0.12359484,11.28,41.16,-14.16
8,0.13359534,11.34,40.919998,-13.86
9,0.14359577,11.639999,40.98,-13.86
10,0.15359452,11.759999,40.98,-14.28
11,0.16359474,11.34,40.98,-14.219999
12,0.17359504,11.58,41.040001,-14.88
13,0.18359522,11.58,40.860001,-14.759999
14,0.19359539,11.52,40.860001,-14.16
15,0.20359554,11.639999,40.559998,-14.04
16,0.21359575,11.28,40.559998,-13.98
17,0.22359595,11.219999,40.98,-14.4
18,0.23359452,11.46,41.219997,-14.58
19,0.24359469,11.46,41.52,-14.82
20,0.25359486,11.46,41.639999,-14.7
21,0.26359496,11.16,41.399998,-14.4
22,0.27359506,10.92,40.98,-14.58
23,0.28359516,10.86,41.279999,-14.46
24,0.29359475,11.04,41.279999,-14.219999
25,0.30359488,11.28,41.639999,-14.34
26,0.31359496,11.4,41.639999,-13.92
27,0.32359508,11.28,41.52,-13.62
28,0.3335952,11.16,41.639999,-14.16
29,0.34359527,10.98,41.399998,-14.04
30,0.35359534,11.28,41.459999,-14.219999
31,0.36359541,11.759999,41.099998,-14.46
32,0.37359551,11.7,40.919998,-13.98
33,0.38359558,11.759999,40.559998,-13.92
34,0.39359564,11.639999,40.379997,-13.98
35,0.40359567,11.099999,40.200001,-13.98
36,0.41359571,11.34,40.32,-14.16
37,0.42359571,11.7,40.619999,-14.28
38,0.43359477,11.82,41.099998,-14.219999
39,0.44359434,12.3,41.52,-14.28
40,0.45359477,12.12,41.219997,-13.98
41,0.46359477,11.7,41.099998,-13.92
42,0.47359444,10.559999,40.919998,-14.219999
43,0.48359447,9.96,40.799999,-14.04
44,0.49359447,9.8400002,40.919998,-14.34
45,0.50359447,10.08,40.98,-14.7
46,0.51359444,11.219999,40.739998,-14.82
47,0.5235944,11.46,40.98,-14.94
48,0.53359527,11.16,41.16,-14.88
49,0.54359524,11.219999,40.860001,-14.52
50,0.5535952,10.8,41.040001,-13.92
51,0.56359523,10.8,41.040001,-14.16
52,0.57359523,11.34,40.919998,-14.28
53,0.58359523,11.34,41.16,-14.28
54,0.59359573,11.7,41.279999,-14.4
55,0.60359573,11.7,41.279999,-13.98
56,0.61359577,12.059999,41.459999,-13.679999
57,0.62359573,11.34,41.579998,-13.62
58,0.63359487,10.98,41.34,-14.28
59,0.6435949,10.8,41.399998,-14.219999
60,0.6535949,10.62,41.459999,-14.04
61,0.6635949,11.28,41.579998,-14.04
62,0.67359486,11.7,41.579998,-13.62
63,0.6835949,12.12,41.219997,-13.74
64,0.69359493,11.94,41.34,-14.28
65,0.7035949,11.639999,41.459999,-14.099999
66,0.7135949,11.16,41.579998,-14.099999
67,0.72359493,10.74,41.700001,-14.46
68,0.73359583,9.8400002,41.459999,-13.559999
69,0.74359623,9.2399998,40.739998,-13.559999
70,0.7535962,9.8999996,41.040001,-13.38
71,0.76359623,9.7799997,41.16,-13.259999
72,0.77359656,10.5,41.219997,-13.86
73,0.78359653,11.099999,41.639999,-13.86
74,0.79359653,9.8400002,41.279999,-14.099999
75,0.80359653,9.7799997,41.16,-13.98
76,0.81359656,9.6599998,40.799999,-13.799999
77,0.82359656,9.5999994,40.860001,-13.62
78,0.83359569,10.38,40.98,-13.44
79,0.84359573,10.62,40.98,-13.679999
80,0.85359573,10.44,41.219997,-13.98
81,0.86359569,10.5,41.099998,-14.219999
82,0.87359569,10.74,40.739998,-14.219999
83,0.88359703,11.099999,40.860001,-13.139999
84,0.89359693,11.52,40.98,-13.32
85,0.90359689,11.46,40.799999,-13.259999
86,0.91359686,11.58,41.16,-12.9
87,0.92359689,11.28,40.98,-14.04
88,0.93359772,11.34,40.799999,-13.799999
89,0.94359769,11.88,40.799999,-14.04
