,mag_time,magX,magY,magZ
0,0.19722312,-13.139999,0.0,-43.98
1,0.20722312,-12.719999,0.12,-44.759998
2,0.21722412,-12.3,0.29999998,-45.0
3,0.22722012,-12.059999,1.0799999,-44.579998
4,0.23722012,-12.54,0.83999997,-44.34
5,0.24722012,-12.48,1.02,-44.040001
6,0.25722012,-12.3,0.83999997,-44.279999
7,0.26722028,-11.82,0.77999997,-44.52
8,0.27722028,-11.219999,1.0799999,-44.700001
9,0.28722028,-10.98,1.1999999,-44.459999
10,0.29722028,-10.92,1.38,-44.34
11,0.30722038,-11.04,1.4399999,-44.399998
12,0.31722047,-11.219999,1.62,-44.879997
13,0.32722047,-11.34,1.3199999,-44.759998
14,0.33722055,-11.52,1.38,-44.700001
15,0.34722062,-11.82,0.89999998,-44.399998
16,0.35722062,-12.36,1.0799999,-44.099998
17,0.36721899,-12.96,1.02,-44.459999
18,0.37721899,-13.679999,0.53999996,-43.98
19,0.38721905,-14.219999,0.71999997,-43.860001
20,0.39721868,-14.099999,0.47999999,-43.860001
21,0.40721868,-14.46,0.47999999,-43.739998
22,0.41721873,-13.98,0.59999996,-43.799999
23,0.42721877,-13.679999,0.77999997,-43.919998
24,0.43721877,-13.74,0.35999998,-43.98
25,0.44721877,-12.96,0.47999999,-43.799999
26,0.45721877,-13.44,0.23999999,-43.739998
27,0.46721881,-13.38,0.29999998,-44.34
28,0.47721881,-13.32,0.59999996,-44.759998
29,0.48721881,-13.259999,0.29999998,-44.52
30,0.49721884,-12.36,0.35999998,-44.700001
31,0.50721888,-12.84,-0.059999999,-44.040001
32,0.51721884,-12.84,-0.059999999,-43.32
33,0.52721911,-13.08,0.0,-43.739998
34,0.53721911,-13.139999,0.23999999,-43.439999
35,0.54721914,-12.0,0.23999999,-43.799999
36,0.55721914,-12.12,0.0,-43.98
37,0.56721824,-11.82,0.29999998,-43.919998
38,0.57721828,-12.059999,0.41999999,-44.16
39,0.58721828,-12.78,0.23999999,-43.98
40,0.59721828,-12.54,0.12,-43.799999
41,0.60721824,-12.96,-0.41999999,-43.559998
42,0.61721824,-12.599999,-0.59999996,-44.219997
43,0.62721827,-12.48,-0.47999999,-44.399998
44,0.63721824,-11.88,-0.12,-44.700001
45,0.64721821,-11.7,0.41999999,-45.0
46,0.65721797,-11.4,0.47999999,-44.639999
47,0.66721884,-11.219999,0.65999997,-44.399998
48,0.67721884,-11.52,0.59999996,-44.459999
49,0.6872188,-11.28,0.23999999,-44.579998
50,0.69721907,-11.28,0.12,-44.52
51,0.7072191,-11.34,0.12,-45.0
52,0.71721907,-10.8,0.17999999,-45.119999
53,0.72721907,-10.92,0.23999999,-45.059998
54,0.7372191,-10.92,0.35999998,-45.239998
55,0.7472191,-11.82,0.29999998,-44.759998
56,0.7572191,-13.5,-0.059999999,-44.040001
57,0.76721817,-13.62,0.0,-43.860001
58,0.7772182,-14.219999,-0.35999998,-43.68
59,0.78721823,-13.62,-0.17999999,-44.099998
