,acc_time,accX,accY,accZ,label
109,0.48380636,1.7717092,-3.775656,9.0599585,C321
110,0.48580546,1.7525556,-3.751714,9.0168629,C321
111,0.48780542,1.7621324,-3.7565024,8.976161,C321
112,0.48980499,1.7645266,-3.751714,8.9498253,C321
113,0.49180499,1.7717092,-3.7445314,8.904335,C321
114,0.49380502,1.7741034,-3.7301662,8.8756046,C321
115,0.49580505,1.8052281,-3.7301662,8.8229322,C321
116,0.49780509,1.8243817,-3.727772,8.7487125,C321
117,0.49980599,1.8267759,-3.727772,8.7487125,C321
118,0.50180689,1.8459295,-3.7301662,8.6960402,C321
119,0.50380692,1.8794483,-3.7493198,8.6625214,C321
120,0.50580695,1.8746599,-3.763685,8.6361847,C321
121,0.50780699,1.8962077,-3.7469256,8.5787239,C321
122,0.50980699,1.9033904,-3.7493198,8.5691471,C321
123,0.51180699,1.910573,-3.7588966,8.5667534,C321
124,0.51380732,1.9273324,-3.7445314,8.5595703,C321
125,0.51580732,1.9153614,-3.7565024,8.5523882,C321
126,0.51780732,1.922544,-3.7588966,8.5595703,C321
127,0.51980645,1.9201498,-3.7469256,8.5595703,C321
128,0.52180555,1.9057846,-3.7349546,8.5883007,C321
129,0.52380465,1.9033904,-3.7325604,8.6026659,C321
130,0.52580375,1.9081788,-3.7205894,8.633791,C321
131,0.52780372,1.8986019,-3.715801,8.6960402,C321
132,0.52980368,1.8914193,-3.7134068,8.7247705,C321
133,0.53180365,1.9009962,-3.7062242,8.7989902,C321
134,0.53380362,1.9369092,-3.7062242,8.8756046,C321
135,0.53580358,1.9488802,-3.70383,8.9115181,C321
136,0.53780358,1.9728222,-3.6966474,8.9833441,C321
137,0.53980448,1.99437,-3.6870706,9.0264397,C321
138,0.54180538,2.006341,-3.6870706,9.0360165,C321
139,0.54380628,2.0207062,-3.6727054,9.0551701,C321
140,0.54580718,2.0326772,-3.6607344,9.0551701,C321
141,0.54780722,2.0494366,-3.6750996,9.0336227,C321
142,0.54980875,2.0398598,-3.6655228,9.0096798,C321
143,0.55180878,2.0254946,-3.6631286,8.9474306,C321
144,0.55380878,2.0039468,-3.6631286,8.9019413,C321
145,0.55580875,1.9728222,-3.6703112,8.8037786,C321
146,0.55780871,1.9512744,-3.6703112,8.6649151,C321
147,0.55980781,1.9512744,-3.6703112,8.6649151,C321
148,0.56180691,1.9321208,-3.6870706,8.5667534,C321
149,0.56380601,1.8938135,-3.7086184,8.4590139,C321
150,0.56580511,1.8842367,-3.727772,8.4254951,C321
151,0.56780421,1.8531121,-3.7445314,8.3536692,C321
152,0.56980455,1.8435353,-3.8235402,8.2483244,C321
153,0.57180458,1.8531121,-3.8714242,8.1980457,C321
154,0.57380461,1.8531121,-3.9432502,8.1549501,C321
155,0.57580465,1.8291701,-3.976769,8.1836805,C321
156,0.57780468,1.8339585,-3.9671922,8.2148056,C321
157,0.57980558,1.8435353,-3.9456444,8.2243824,C321
158,0.58180648,1.8579005,-3.8738184,8.2579012,C321
159,0.58380738,1.8650831,-3.8307228,8.2722664,C321
160,0.58580828,1.910573,-3.7684734,8.2890253,C321
161,0.58780828,1.9440918,-3.691859,8.3321209,C321
162,0.58980828,1.9536686,-3.6511576,8.3728228,C321
163,0.59180828,1.9847932,-3.596091,8.4661961,C321
164,0.59380828,2.0135236,-3.5434184,8.5883007,C321
165,0.59580828,2.0111294,-3.5410242,8.6481562,C321
166,0.59780828,1.9800048,-3.5410242,8.7822313,C321
167,0.59980738,1.9608512,-3.53863,8.8516626,C321
168,0.60180734,1.9249382,-3.5865142,8.952219,C321
169,0.60380731,1.8674773,-3.6152446,9.0743237,C321
170,0.60580728,1.8291701,-3.643975,9.1868515,C321
171,0.60780724,1.7645266,-3.6703112,9.2682543,C321
172,0.60980611,1.7717092,-3.679888,9.3137436,C321
173,0.61180607,1.7717092,-3.679888,9.3592339,C321
174,0.61380604,1.8004397,-3.6655228,9.4119062,C321
175,0.61580604,1.8171991,-3.6655228,9.4358482,C321
176,0.61780607,1.8076223,-3.6631286,9.4166946,C321
177,0.61980697,1.8028339,-3.667917,9.4047232,C321
178,0.62180787,1.7932571,-3.679888,9.3879642,C321
179,0.62380877,1.7932571,-3.691859,9.3927526,C321
180,0.62580967,1.7741034,-3.7301662,9.3712044,C321
181,0.62781057,1.697489,-3.7684734,9.3568392,C321
182,0.62981024,1.6543933,-3.7732618,9.3544455,C321
183,0.63181024,1.5873557,-3.7900212,9.3448687,C321
184,0.63381021,1.5418659,-3.787627,9.3616276,C321
185,0.63581017,1.5227122,-3.8067808,9.366416,C321
186,0.63781014,1.4484921,-3.8163576,9.3999348,C321
187,0.63980924,1.4245501,-3.821146,9.4190884,C321
188,0.64180834,1.4101849,-3.8187518,9.4310598,C321
189,0.6438083,1.4125791,-3.809175,9.4478188,C321
190,0.64580827,1.4341269,-3.7780502,9.469367,C321
191,0.64780827,1.4676456,-3.7732618,9.4885206,C321
192,0.6498083,1.4820108,-3.7804444,9.5004921,C321
193,0.65180834,1.520318,-3.7660792,9.5076742,C321
194,0.65380837,1.5346833,-3.7660792,9.5028858,C321
195,0.6558084,1.5729905,-3.7900212,9.4813375,C321
196,0.65780817,1.6065093,-3.8019924,9.4526072,C321
197,0.65980907,1.6304513,-3.8067808,9.4334536,C321
198,0.6618091,1.6496049,-3.7924154,9.397541,C321
199,0.66380913,1.6759412,-3.7924154,9.3496571,C321
200,0.66580913,1.685518,-3.7828386,9.3161383,C321
201,0.66780913,1.7070658,-3.7373488,9.2538891,C321
202,0.66980913,1.7357962,-3.7229836,9.1820631,C321
203,0.67180913,1.7429788,-3.7014358,9.1485443,C321
204,0.67380913,1.7645266,-3.6727054,9.0671415,C321
205,0.67580913,1.7717092,-3.6631286,9.0024977,C321
206,0.6778091,1.7669208,-3.6487634,8.9570074,C321
207,0.67980817,1.7645266,-3.6391866,8.9210949,C321
208,0.68180726,1.7477672,-3.6391866,8.8612394,C321
209,0.68380636,1.7501614,-3.6463692,8.8444805,C321
210,0.68580547,1.7310078,-3.6296098,8.8157501,C321
211,0.68780543,1.7070658,-3.6343982,8.7726545,C321
212,0.68980543,1.7070658,-3.6296098,8.7487125,C321
213,0.6918054,1.6807296,-3.6176388,8.7127991,C321
214,0.6938054,1.661576,-3.620033,8.681675,C321
215,0.6958054,1.673547,-3.6391866,8.6625214,C321
216,0.69780543,1.7022774,-3.715801,8.6290026,C321
217,0.69980633,1.7166426,-3.7924154,8.6122427,C321
218,0.70180723,1.7405846,-3.8402996,8.6194258,C321
219,0.70380726,1.7669208,-3.9240966,8.6457615,C321
220,0.7058069,1.7549498,-3.9456444,8.7151937,C321
221,0.70780693,1.7405846,-3.952827,8.8277206,C321
222,0.70980693,1.7310078,-3.9552212,8.8947582,C321
223,0.7118069,1.6711528,-3.940856,9.0312281,C321
224,0.71380686,1.6496049,-3.9480386,9.0886889,C321
225,0.71580683,1.6017209,-3.9193082,9.198822,C321
226,0.71780706,1.5825673,-3.8953662,9.3089552,C321
227,0.71980616,1.5825673,-3.904943,9.3520508,C321
228,0.72180526,1.5682021,-3.9217024,9.4166946,C321
229,0.72380436,1.5682021,-3.9193082,9.421483,C321
230,0.72580349,1.5969325,-3.9097314,9.4071178,C321
231,0.72780353,1.6567876,-3.9073372,9.3640223,C321
232,0.72980356,1.6927006,-3.8714242,9.2921963,C321
233,0.73180359,1.7118542,-3.8642416,9.2419176,C321
234,0.73380363,1.7357962,-3.8594532,9.1413612,C321
235,0.73580366,1.7429788,-3.8402996,9.0288343,C321
236,0.73780369,1.7621324,-3.8379054,8.8947582,C321
237,0.73980462,1.7477672,-3.833117,8.8277206,C321
238,0.74180552,1.7310078,-3.8187518,8.7008286,C321
239,0.74380639,1.7046716,-3.8259344,8.6481562,C321
240,0.74580726,1.6927006,-3.8402996,8.5595703,C321
241,0.74780726,1.6998832,-3.833117,8.3345156,C321
242,0.74980712,1.697489,-3.8355112,8.3728228,C321
243,0.75180712,1.7022774,-3.845088,8.4374657,C321
244,0.75380712,1.70946,-3.8498764,8.3225441,C321
245,0.75580712,1.7238252,-3.8498764,8.3967648,C321
246,0.75780709,1.7381904,-3.8594532,8.4805613,C321
247,0.75980619,1.7501614,-3.8642416,8.3991585,C321
248,0.76180529,1.7764976,-3.8642416,8.4231005,C321
249,0.76380439,1.7932571,-3.8618474,8.5356283,C321
250,0.76580389,1.8028339,-3.8546648,8.5356283,C321
251,0.76780295,1.8195933,-3.8498764,8.6170311,C321
252,0.76980292,1.8195933,-3.845088,8.705617,C321
253,0.77180292,1.8171991,-3.8426938,8.7295589,C321
254,0.77380292,1.8052281,-3.8402996,8.7319527,C321
255,0.77580295,1.7860745,-3.833117,8.8109617,C321
256,0.77780299,1.7645266,-3.8259344,8.8253269,C321
257,0.77980389,1.7429788,-3.8187518,8.8492689,C321
258,0.78180479,1.7262194,-3.8187518,8.9210949,C321
259,0.78380569,1.7118542,-3.8187518,8.9641905,C321
260,0.78580659,1.6950948,-3.821146,8.9857378,C321
261,0.78780659,1.685518,-3.8235402,9.0336227,C321
262,0.78980615,1.673547,-3.8235402,9.0623531,C321
263,0.79180612,1.6663644,-3.8259344,9.0671415,C321
264,0.79380608,1.6567876,-3.8259344,9.0839005,C321
265,0.79580605,1.6472107,-3.8235402,9.0791121,C321
266,0.79780602,1.6424223,-3.8139634,9.0599585,C321
267,0.79980512,1.6376339,-3.8067808,9.0455933,C321
268,0.80180508,1.6376339,-3.8019924,9.0192575,C321
269,0.80380508,1.6352397,-3.7948096,8.9881325,C321
270,0.80580512,1.6328455,-3.7900212,8.9641905,C321
271,0.80780515,1.6328455,-3.7828386,8.9306717,C321
272,0.80980531,1.6328455,-3.775656,8.9019413,C321
273,0.81180535,1.6376339,-3.7660792,8.8756046,C321
274,0.81380538,1.6424223,-3.7565024,8.8468742,C321
275,0.81580541,1.6496049,-3.7493198,8.8133554,C321
276,0.81780545,1.6591818,-3.739743,8.7846251,C321
277,0.81980665,1.6663644,-3.7325604,8.7582893,C321
278,0.82180751,1.6783354,-3.7253778,8.7367411,C321
279,0.82380838,1.6927006,-3.7205894,8.7199821,C321
280,0.82580924,1.7046716,-3.7205894,8.7032223,C321
281,0.82781014,1.7166426,-3.7229836,8.6984339,C321
282,0.82981014,1.7262194,-3.727772,8.6984339,C321
283,0.83181014,1.7381904,-3.7301662,8.7008286,C321
284,0.83381014,1.7429788,-3.7301662,8.7104053,C321
285,0.83581011,1.7501614,-3.7301662,8.7223759,C321
286,0.83781008,1.757344,-3.7301662,8.7391357,C321
287,0.83980918,1.7621324,-3.7349546,8.7582893,C321
288,0.84180828,1.7669208,-3.7421372,8.7846251,C321
289,0.84380824,1.7741034,-3.7493198,8.808567,C321
290,0.84580821,1.7860745,-3.751714,8.8349037,C321
291,0.84780817,1.7956513,-3.7588966,8.8588457,C321
292,0.84980821,1.8052281,-3.763685,8.880393,C321
293,0.85180821,1.8148049,-3.7684734,8.904335,C321
294,0.85380824,1.8195933,-3.7732618,8.9258833,C321
295,0.85580827,1.8243817,-3.775656,8.9450369,C321
296,0.85780831,1.8291701,-3.7780502,8.9689789,C321
297,0.85980921,1.8315643,-3.7804444,8.9905262,C321
298,0.86180924,1.8315643,-3.7828386,9.0096798,C321
299,0.86380927,1.8339585,-3.7828386,9.0264397,C321
300,0.86580927,1.8339585,-3.7852328,9.0408049,C321
301,0.86780924,1.8315643,-3.7900212,9.0551701,C321
302,0.8698092,1.8291701,-3.7972038,9.0695353,C321
303,0.87180917,1.8267759,-3.8019924,9.0815067,C321
304,0.87380824,1.8219875,-3.8043866,9.0886889,C321
305,0.8758082,1.8171991,-3.8019924,9.0958719,C321
306,0.87780817,1.8100165,-3.7948096,9.1006603,C321
307,0.87980697,1.8028339,-3.787627,9.1054487,C321
308,0.8818061,1.7956513,-3.775656,9.103054,C321
309,0.88380527,1.7908629,-3.7660792,9.0958719,C321
310,0.88580443,1.7860745,-3.7588966,9.0862951,C321
311,0.88780447,1.7836803,-3.7493198,9.0695353,C321
312,0.8898045,1.7836803,-3.7421372,9.0503817,C321
313,0.89180453,1.7836803,-3.739743,9.0240459,C321
314,0.89380456,1.7836803,-3.739743,8.9881325,C321
315,0.8958046,1.7860745,-3.739743,8.9546137,C321
316,0.89780463,1.7884687,-3.7445314,8.9139118,C321
317,0.8998055,1.7908629,-3.7469256,8.8756046,C321
318,0.90180636,1.7956513,-3.7493198,8.8420858,C321
319,0.90380636,1.8028339,-3.751714,8.808567,C321
320,0.90580636,1.8100165,-3.7493198,8.7798367,C321
321,0.90780636,1.8171991,-3.7445314,8.7535009,C321
322,0.90980673,1.8219875,-3.7469256,8.7271643,C321
323,0.91180673,1.8219875,-3.7469256,8.7008286,C321
324,0.9138067,1.8219875,-3.7445314,8.6768866,C321
325,0.91580666,1.8219875,-3.7373488,8.6601267,C321
326,0.91780663,1.8291701,-3.7253778,8.6553383,C321
327,0.91980569,1.8363527,-3.715801,8.6505499,C321
328,0.92180479,1.8435353,-3.7062242,8.6553383,C321
329,0.92380389,1.8507179,-3.6942532,8.6697035,C321
330,0.92580299,1.8602947,-3.6846764,8.6864634,C321
331,0.92780209,1.8722657,-3.6774938,8.7104053,C321
332,0.92980209,1.8818425,-3.6750996,8.7439241,C321
333,0.93180213,1.8890251,-3.6750996,8.7774429,C321
334,0.93380306,1.8938135,-3.6774938,8.8157501,C321
335,0.93580309,1.8938135,-3.679888,8.856451,C321
336,0.93780313,1.8914193,-3.6846764,8.8971529,C321
337,0.93980373,1.8890251,-3.691859,8.9306717,C321
338,0.94180463,1.8842367,-3.7014358,8.9641905,C321
339,0.94380549,1.8770541,-3.7086184,8.9929209,C321
340,0.94580636,1.8674773,-3.7134068,9.0120745,C321
341,0.94780632,1.8579005,-3.7181952,9.0240459,C321
342,0.94980629,1.8507179,-3.7229836,9.0336227,C321
343,0.95180626,1.8435353,-3.727772,9.0384111,C321
344,0.95380622,1.8387469,-3.7301662,9.0360165,C321
345,0.95580619,1.8339585,-3.7301662,9.0312281,C321
346,0.95780615,1.8291701,-3.7325604,9.0240459,C321
347,0.95980529,1.8267759,-3.7349546,9.0144691,C321
348,0.96180445,1.8219875,-3.7373488,9.0072861,C321
349,0.96380362,1.8195933,-3.7373488,8.9953146,C321
350,0.96580278,1.8148049,-3.739743,8.9833441,C321
351,0.96780195,1.8076223,-3.7421372,8.9713726,C321
352,0.96980198,1.8028339,-3.7421372,8.9594021,C321
353,0.97180202,1.8004397,-3.7421372,8.9474306,C321
354,0.97380205,1.7956513,-3.7421372,8.9354601,C321
355,0.97580208,1.7884687,-3.7421372,8.9234886,C321
356,0.97780182,1.7860745,-3.7373488,8.9115181,C321
357,0.97980258,1.7836803,-3.7325604,8.8971529,C321
358,0.98180345,1.7812861,-3.727772,8.8827877,C321
359,0.98380431,1.7764976,-3.7205894,8.8708162,C321
360,0.98580518,1.7717092,-3.7134068,8.8612394,C321
361,0.98780608,1.7717092,-3.7062242,8.8516626,C321
362,0.98980608,1.7717092,-3.70383,8.8444805,C321
363,0.99180604,1.7717092,-3.70383,8.8372974,C321
364,0.99380601,1.7764976,-3.7062242,8.8277206,C321
365,0.99580598,1.7812861,-3.7086184,8.8229322,C321
366,0.99780594,1.7884687,-3.7110126,8.8205385,C321
367,0.99980534,1.7956513,-3.7110126,8.8181438,C321
368,1.0018053,1.8028339,-3.7110126,8.8229322,C321
369,1.0038053,1.8052281,-3.7134068,8.8301153,C321
370,1.0058052,1.8076223,-3.715801,8.8420858,C321
371,1.0078052,1.8076223,-3.715801,8.8660278,C321
372,1.0098053,1.8124107,-3.7062242,8.8923645,C321
373,1.0118053,1.8267759,-3.6703112,8.9474306,C321
374,1.0138053,1.8387469,-3.6248214,9.000103,C321
375,1.0158054,1.8435353,-3.5865142,9.0455933,C321
376,1.0178054,1.8483237,-3.560178,9.0719299,C321
377,1.0198059,1.8531121,-3.5410242,9.0886889,C321
378,1.0218068,1.8531121,-3.5338416,9.0934772,C321
379,1.0238076,1.8531121,-3.5458126,9.0862951,C321
380,1.0258085,1.8483237,-3.5649664,9.0791121,C321
381,1.0278093,1.8411411,-3.5984852,9.0719299,C321
382,1.0298093,1.8339585,-3.6343982,9.0647469,C321
383,1.0318092,1.8267759,-3.6655228,9.0551701,C321
384,1.0338092,1.8171991,-3.6990416,9.0455933,C321
385,1.0358092,1.8052281,-3.7301662,9.0336227,C321
386,1.0378094,1.7932571,-3.7565024,9.0168629,C321
387,1.0398087,1.7860745,-3.7804444,9.000103,C321
388,1.0418079,1.7764976,-3.8043866,8.9857378,C321
389,1.0438079,1.769315,-3.8259344,8.9737673,C321
390,1.045808,1.7621324,-3.8402996,8.9546137,C321
391,1.047808,1.7597382,-3.8546648,8.9306717,C321
392,1.0498084,1.757344,-3.8642416,8.9067297,C321
393,1.0518084,1.7597382,-3.8642416,8.8851814,C321
394,1.0538085,1.7645266,-3.8642416,8.8612394,C321
395,1.0558085,1.7717092,-3.8618474,8.8372974,C321
396,1.0578085,1.7788919,-3.8522706,8.8109617,C321
397,1.0598093,1.7884687,-3.8426938,8.7894135,C321
398,1.0618093,1.8004397,-3.833117,8.7702599,C321
399,1.0638093,1.8148049,-3.8235402,8.7511063,C321
400,1.0658093,1.8363527,-3.8163576,8.7319527,C321
401,1.0678093,1.8602947,-3.809175,8.7080107,C321
402,1.0698093,1.8842367,-3.8019924,8.6864634,C321
403,1.0718093,1.9129672,-3.7924154,8.6673098,C321
404,1.0738092,1.9369092,-3.7804444,8.6529446,C321
405,1.0758092,1.958457,-3.763685,8.6457615,C321
406,1.0778092,1.9800048,-3.7445314,8.6433678,C321
407,1.0798087,1.99437,-3.7253778,8.6409731,C321
408,1.0818078,2.0015526,-3.7062242,8.6409731,C321
409,1.0838069,2.006341,-3.691859,8.6409731,C321
410,1.085806,2.006341,-3.679888,8.6433678,C321
411,1.087806,1.9991584,-3.6750996,8.6409731,C321
412,1.0898061,1.982399,-3.6703112,8.6433678,C321
413,1.0918061,1.9632454,-3.6655228,8.6505499,C321
414,1.0938061,1.9369092,-3.6607344,8.6625214,C321
415,1.0958062,1.9009962,-3.6607344,8.6768866,C321
416,1.0978062,1.8650831,-3.6607344,8.6912518,C321
417,1.0998071,1.8291701,-3.6655228,8.7032223,C321
418,1.1018079,1.7908629,-3.6727054,8.7175875,C321
419,1.1038079,1.757344,-3.6822822,8.7319527,C321
420,1.1058079,1.7262194,-3.6942532,8.7487125,C321
421,1.1078078,1.6998832,-3.7086184,8.7678661,C321
422,1.1098074,1.6783354,-3.7253778,8.7846251,C321
423,1.1118074,1.6663644,-3.7445314,8.8037786,C321
424,1.1138074,1.661576,-3.7660792,8.8205385,C321
425,1.1158074,1.6591818,-3.7852328,8.8349037,C321
426,1.1178074,1.6567876,-3.8043866,8.8444805,C321
427,1.1198065,1.6519991,-3.821146,8.8492689,C321
428,1.1218056,1.6496049,-3.8307228,8.8468742,C321
429,1.1238048,1.6543933,-3.8379054,8.8444805,C321
430,1.1258039,1.661576,-3.8426938,8.8420858,C321
431,1.1278039,1.6879122,-3.8546648,8.8181438,C321
432,1.1298035,1.7190368,-3.8786068,8.7726545,C321
433,1.1318035,1.7381904,-3.9121256,8.7104053,C321
434,1.1338035,1.7429788,-3.9312792,8.6649151,C321
435,1.1358036,1.7310078,-3.9121256,8.6409731,C321
436,1.1378036,1.7286136,-3.86903,8.6266079,C321
437,1.1398045,1.7357962,-3.8235402,8.6194258,C321
438,1.1418054,1.7597382,-3.775656,8.633791,C321
439,1.1438063,1.7908629,-3.7134068,8.6960402,C321
440,1.1458072,1.8267759,-3.6535518,8.7774429,C321
441,1.1478072,1.8507179,-3.6032736,8.8899698,C321
442,1.1498072,1.8626889,-3.5745432,8.9929209,C321
443,1.1518071,1.8579005,-3.5577838,9.0934772,C321
444,1.1538071,1.8387469,-3.5529952,9.1772747,C321
445,1.155807,1.8171991,-3.5529952,9.246706,C321
446,1.157807,1.7836803,-3.5649664,9.3089552,C321
447,1.1598061,1.7549498,-3.5769374,9.3616276,C321
448,1.1618052,1.7310078,-3.5889084,9.4071178,C321
449,1.1638043,1.70946,-3.6008794,9.4430304,C321
450,1.1658035,1.697489,-3.608062,9.4669724,C321
451,1.1678027,1.6927006,-3.6128504,9.4837322,C321
452,1.1698027,1.6903064,-3.6176388,9.4885206,C321
453,1.1718027,1.6879122,-3.620033,9.4813375,C321
454,1.1738028,1.6879122,-3.6224272,9.4669724,C321
455,1.1758028,1.6879122,-3.6224272,9.4406366,C321
456,1.1778028,1.6879122,-3.620033,9.4047232,C321
457,1.1798037,1.6903064,-3.6152446,9.3688107,C321
458,1.1818046,1.6879122,-3.608062,9.3281088,C321
459,1.1838055,1.6879122,-3.608062,9.2826195,C321
460,1.185806,1.6903064,-3.6056678,9.2419176,C321
461,1.187806,1.6998832,-3.6032736,9.198822,C321
462,1.1925388,1.7070658,-3.6032736,9.1605148,C321
463,1.1945388,1.7142484,-3.6056678,9.1293907,C321
464,1.1965388,1.7238252,-3.6152446,9.0982656,C321
465,1.1985388,1.7357962,-3.6272156,9.0671415,C321
466,1.2005387,1.7477672,-3.6391866,9.0384111,C321
467,1.2025378,1.7597382,-3.6487634,9.0120745,C321
468,1.2045378,1.7717092,-3.6487634,8.9857378,C321
469,1.2065378,1.7836803,-3.643975,8.9641905,C321
