Label_Wechsel,accX,accY,accZ,label,Vorheriges_Label
75,6.0276420879018495,1.5105178102406531,1.4209786173585433,VorC042,VorC026
76,6.989978415131909,2.025735207883407,1.9663949013005668,VorHerrenWC0,VorC042
77,5.908602006241678,1.6142440603671675,2.681529974716085,Stock1,VorHerrenWC0
78,5.595471560013284,1.0567492838974473,1.343986335457624,VorC133,Stock1
79,6.312798159242517,1.5492216212328798,1.2952442774399238,VorHerrenWC1,VorC133
80,7.421626777495225,2.4496467550971173,2.287733294714199,VorC109,VorHerrenWC1
81,6.99879854075695,2.277972783072538,2.0683804275738145,VorC124,VorC109
82,6.834113775132799,1.9985705420167346,2.2626524235178325,VorDamenWC1,VorC124
83,0.34558529938991717,-2.8349546996126476,-2.713557536603468,Stock1,VorDamenWC1
84,2.119899309227627,-0.703009457678265,-0.7532683724815513,VorC109,Stock1
85,2.186202966614481,-0.510197072541808,-0.6959175384330908,VorC133,VorC109
86,1.9827518161434527,-0.8428247262077648,-0.9046566800125344,VorHerrenWC1,VorC133
87,2.348717763631133,0.3335598502250428,1.4696847092472398,C321,VorHerrenWC1
88,2.7677040076760147,0.3451461410627635,-0.20731984426834177,Treppe3,C321
89,2.3356704150909433,-0.4404063684420833,-0.5782213262751511,C320,Treppe3
90,2.504160010292211,-0.25917558138764096,-0.4171538585484174,C320/C316,C320
91,2.6191152378764735,-0.03711533665344417,-0.30591592814673296,Treppe3T,C320/C316
92,2.3634487710978296,-0.4406560214425684,-0.4645092404462325,C320/C316,Treppe3T
93,5.2875393889248485,2.6435916234634074,2.249716211409528,C321,C320/C316
94,2.7060602498578206,0.18587994780215034,-0.13492107833469522,C321/C317,C321
95,2.6086148779607443,-0.0664399417702781,-0.05679356726893537,C320/C316,C321/C317
96,2.831054838647229,0.16880019785520256,-0.3610199956721557,Treppe3T,C320/C316
97,2.5242542143234497,0.04596368655749181,-0.28099788794275676,C320/C316,Treppe3T
98,2.2524219002513943,-0.49701389601634993,-0.6588783701920411,C320,C320/C316
99,2.5958200200707022,-0.17155763670636692,-0.2823158558986066,C320/C316,C320
100,2.5571459541074617,-0.41038782239495886,-0.5816190369396068,C316,C320/C316
101,2.547106307979239,-0.06270986142881693,-0.4667211749743516,C320/C316,C316
102,2.3724417118709726,-0.00097849205765456,-0.32962297598598855,C321/C317,C320/C316
103,2.8183650873818022,0.584235276302972,-0.13157543150329767,Treppe3,C321/C317
104,2.3751108791381648,-0.26573974025927605,-0.5727593197332418,C321/C317,Treppe3
105,2.9244840761818574,0.22872289112564279,-0.43334722588419033,C321,C321/C317
106,2.5654895758272205,-0.18252642751385814,-0.3941358817780535,C321/C317,C321
107,4.787408771403599,2.8332424651710437,1.6502725091587613,C321,C321/C317
108,2.3900181272338474,-0.11069194735518598,-0.5275880822683673,C321/C317,C321
109,2.6567017600667633,0.23746638619157515,-0.2774576032878787,Treppe3,C321/C317
110,2.603360513037689,0.2185611131254572,-0.26604612879515405,C321/C317,Treppe3
111,1.7353924203555364,-1.2706791515525317,-1.3553234958401,C317,C321/C317
112,2.273376393252819,-0.27026600741822004,-0.5687165229821782,C321/C317,C317
113,2.4872075606197206,-0.17856955123663407,-0.16940503887596975,C320/C316,C321/C317
114,2.5752651873207513,-0.09218156626299996,-0.4468677569323459,C320,C320/C316
115,2.5456112289373243,-0.06584133498312734,-0.37394007167481624,C320/C316,C320
116,2.816405462603896,0.472998363556766,-0.09638158742585388,Treppe3T,C320/C316
117,2.5322899220881325,0.15232974395646162,-0.31819300224600605,C320/C316,Treppe3T
118,2.666279414331022,-0.38899289882163623,0.054295135911820606,C316,C320/C316
119,2.374861978373153,-0.18869875326210803,-0.4951101056236511,C320/C316,C316
120,2.4778652637777503,-0.1436139149315738,-0.299885276364334,C321/C317,C320/C316
121,2.697367959684616,0.09438689125550166,-0.18324674428646967,Treppe3,C321/C317
122,2.652598390734285,0.028712971307745524,-0.2592435085221651,C321/C317,Treppe3
123,2.2696416825043015,-0.838836476879977,-0.7463155154317328,C321,C321/C317
124,1.7030178425712528,-0.9542427825715049,-0.9990249958865839,C321/C317,C321
125,2.5985887138265444,-0.09709900449739432,-0.2607569389655584,Treppe3,C321/C317
126,2.3494090121114226,0.7227384736018163,-0.31946363609496137,Stock2,Treppe3
127,1.8199672759913705,-0.6726203778074656,-0.9400119780206805,VorC223,Stock2
128,2.170995523135615,-0.26019178260366044,-0.6117934379223985,VorC225a,VorC223
129,1.7931804490837555,-0.5152016651882406,-1.0302645564050226,C225a,VorC225a
130,2.052012521419152,-0.7042032499223221,-0.7417571089921362,VorC225a,C225a
131,2.3046920916453155,-0.5232737453023031,-0.4952567983170193,VorHerrenWC2,VorC225a
132,2.5359252383626223,-0.0009151723224753701,-0.4129886334473074,VorC225a,VorHerrenWC2
133,2.7656017549982237,0.15690819235178505,-0.3116236019701643,VorC223,VorC225a
134,2.8418352454991944,0.31621209237152825,-0.16694055707508418,VorDamenWC2,VorC223
135,2.7419082818262317,0.09308689569823803,-0.38729182579584126,VorC218,VorDamenWC2
136,1.9312644465580586,-1.1278469948797145,-1.0188142901600632,Stock2,VorC218
137,0.6254880935582758,-2.742456065272774,-2.567760678716631,Stock1,Stock2
138,1.763776547109349,-0.9022934880157362,-1.0956505729019632,VorC124,Stock1
139,2.293268859445618,-0.33388412620906754,-0.5021598840035686,VorDamenWC1,VorC124
140,2.518732557872961,-0.13803123737104034,-0.4707580533060521,Stock1,VorDamenWC1
141,2.6701218006867355,0.12134092150129175,-0.3365773477118966,VorC133,Stock1
142,2.312124924809271,-0.15579795980876732,-0.7312852817019632,VorHerrenWC1,VorC133
143,2.4622918970585683,0.014773839931167413,-0.4107200373642477,VorC133,VorHerrenWC1
144,2.654496831763428,0.04883258677824138,-0.3272396674932744,VorC109,VorC133
145,2.718512341513125,0.2495656888267827,-0.05948542393909293,VorC124,VorC109
146,2.3501384956139666,-0.4522069591464923,-0.600344639140505,Stock1,VorC124
147,1.9144863276472452,-0.09623059049413243,-0.21067778279924373,Stock2,Stock1
148,2.3216124709194803,-0.4625038391770546,-0.7014818777533172,VorC218,Stock2
149,2.6726238363442354,0.3167642692332228,-0.25569018902501905,VorC223,VorC218
150,2.6982603120603,0.2641067441935994,-0.1965405317853475,VorHerrenWC2,VorC223
151,2.601090913410193,0.14479422997640304,-0.26992751542113647,VorC225a,VorHerrenWC2
152,2.65622202042687,0.2458588439724257,-0.2897697913160199,C225a,VorC225a
153,2.393185230042943,-0.31415932023246396,-0.5757076610652829,VorC225a,C225a
